Référence Article;Désignation Article;Ar Nomencl;Code - Intitulé Famille;Qté Vendues;PU;Chiffre d'affaires HT;Marge (%);Prix Revient Total;Marge
2043200;RESINE CATIONIQUE FORTE POUR ADOUCISSEUR EN L;0;ISTOBTUNPD - PDR Tunnel de lavage;125;33,32;4165;27,97;3000;1165
2067;CLE RFID ROUGE (NIV.3);0;ALMACOMPEQ - Compteur ALMA;1;0;0;#DIV/0;808,68;-808,68
20731-209;GAINE NBR NOIR;0;PCMPOMPPR - PDR Pompe PCM;2;1680;3360;27,51;2435,59;924,41
20802;BY PASS  ANNOVI GY MATIC 3/B (XW-XWA);0;POMPEPDR - PDR Pompes;6;843,92;5063,5;17,06;4199,7;863,8
2102800;CAPTEUR DE PRESSION 1/4;0;ISTOBJETWP - PDR JET WASH ISTOBAL;4;500;2000;22,39;1552,18;447,82
2123770;PISTOLET DE GONFLAGE EURODAINU 1991 MICHELIN 0.7à12 Bars;0;PISTOLET - Pistolet local;19;900;17100;18,07;14009,93;3090,07
2186100;ROUE GUIDE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;0;0;#DIV/0;171,76;-171,76
2187400;VERIN ROUE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;814,8;1629,6;25,53;1213,6;416
2200349/2200394RAC;RACCORD WECCO MALE AVEC ECROUS A OREILLES;2;FCEWECO - FCE RACCORD WACO;2;7500;15000;80,41;2937,98;12062,02
2200351/350WECO;"RACCORD WECO MALE 3""/FEMELLE 3""AVEC OREILLES A SOUDER ET SIEGE";2;FCEWECO - FCE RACCORD WACO;3;7500;22500;52,71;10640,8;11859,2
220910C;Cartouche filtre huile;0;BOTTCOMPR - PDR Compresseur Bottarini;6;556,67;3340;36,8;2110,83;1229,17
221046A;FILTRE DESHUILEUR ;0;BOTTCOMPR - PDR Compresseur Bottarini;6;2590;15540;29,24;10995,85;4544,15
2226300;MOTO-REDUCTEUR TRANS ;0;ISTOBTUNPD - PDR Tunnel de lavage;1;4958;4958;33,88;3278,15;1679,85
2233074;JEU DE SEGMENTS;0;KIT - KIT LOCAL;6;350;2100;23,85;1599,16;500,84
2-247D;JOINT;0;CORKENCOMP - Compresseurs et PDR CORKEN;2;840;1680;63,64;610,77;1069,23
2319100;RACCORD COUDE BRANCHEABLE 6-1;0;ISTOBTUNPD - PDR Tunnel de lavage;2;41,38;82,75;25,51;61,64;21,11
23303-64010-KM;FILTRE A GASOIL;0;FILTRE - FILTRE LOCAL;1;92;92;36,6;58,33;33,67
237250;PISTOLET HP ;0;ISTOBTUNPD - PDR Tunnel de lavage;1;0;0;#DIV/0;249,35;-249,35
24414-037;BAGUE DE ROTOR  P206;0;PCMPOMPPR - PDR Pompe PCM;2;500,4;1000,8;27,54;725,19;275,61
2446;VALVE BOLT - 391/491;0;KROCHCOMPR - KROCH COMPRESSEURS;2;1169;2338;41,82;1360,27;977,73
250311-U;PALETTE DURAVANE 3'';0;PERNINPOMP - PDR Pompe Pernin;6;1100;6600;28,41;4724,7;1875,3
2505;Wrist PIN - 91/91/291;0;KROCHCOMPR - KROCH COMPRESSEURS;2;1330;2660;47,43;1398,34;1261,66
250531;HUILE AERON 3000 TYPE F2105;0;BOTTCOMPR - PDR Compresseur Bottarini;1;5537;5537;28,48;3959,99;1577,01
2576;AFFICHEUR POUR TISI 10MHZ;0;ALMACOMPPR - PDR Compteur ALMA;1;6000;6000;49,19;3048,54;2951,46
2592;CARTE AFFICHEUR LCD AFSEC+;0;ALMACOMPPR - PDR Compteur ALMA;7;3928,57;27500;26,08;20328,38;7171,62
26036;INTERRUPTEUR A FLOTTEUR 2M;0;FUT - Fut;2;0;0;#DIV/0;58,33;-58,33
26037;ROBINET FLOTTEUR 3/4 PR SYSTEME;0;FUT - Fut;5;107,8;539;-8,66;585,68;-46,68
2625884;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;1;1080;1080;35,28;698,99;381,01
2700700;FILTRE A AIR 57945A;0;FILTRE - FILTRE LOCAL;2;273;546;-112,97;1162,8;-616,8
27024-179;GAINE PR POMPE 100I10;0;PCMPOMPPR - PDR Pompe PCM;3;3310;9930;19,81;7962,62;1967,38
27024-209;GAINE POUR POMPE 100I10;0;PCMPOMPPR - PDR Pompe PCM;4;4500;18000;61;7020,86;10979,14
2707400;BUSE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;39,87;79,74;46,28;42,84;36,9
27188-188;GAINE FKM P3;0;PCMPOMPPR - PDR Pompe PCM;2;3450,24;6900,48;29,38;4872,9;2027,58
2719_;KIT CHARGEUR A INDUCTION;0;ALMACOMPEQ - Compteur ALMA;20;2854,5;57090;30,38;39748,65;17341,35
2725200;SILENCER SUPPLEMENT;0;ISTOBTUNPD - PDR Tunnel de lavage;16;13,3;212,8;-576,23;1439,02;-1226,22
2744400;Aux. brushes pneumatic;0;ISTOBTUNPD - PDR Tunnel de lavage;1;5200;5200;31,86;3543,04;1656,96
2775;ELECTROVANNE 2 NF POUR MIV 10.2;0;ALMACOMPPR - PDR Compteur ALMA;5;3820;19100;40,49;11366,96;7733,04
2776500;TUYAU HAUTE PRESSION 4M;0;ISTOBTUNPD - PDR Tunnel de lavage;5;350;1750;44,43;972,42;777,58
28006-037;BAGUE DE BIELLE;0;PCMPOMPPR - PDR Pompe PCM;2;324,48;648,96;29,47;457,69;191,27
2,80E+10;MONNAYEUR;0;ISTOBTUNPD - PDR Tunnel de lavage;3;3000;9000;54,25;4117,66;4882,34
2,80E+10;MONNAYEUR0.5-1-2;0;ISTOBJETWP - PDR JET WASH ISTOBAL;2;4000;8000;40,5;4760,07;3239,93
2849-1X;POMPE D'HUILE;0;KROCHDIVPR - Divers PDR;1;13800;13800;55,46;6146,93;7653,07
2875;LECTEUR DE CARTE A PUCE TISI;0;ALMACOMPPR - PDR Compteur ALMA;1;6000;6000;42,21;3467,3;2532,7
2891300;ELECTROVANNE 1/2 2/2 24V CA ;0;ISTOBJETWP - PDR JET WASH ISTOBAL;24;1047,9;25149,6;52,36;11981,89;13167,71
2946700;PLASTIC PLUG INSIDE PART D6;0;ISTOBTUNPD - PDR Tunnel de lavage;8;2,85;22,8;45,88;12,34;10,46
296700I;RONDELLE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;2,19;4,37;18,76;3,55;0,82
2992662;SEPARATEUR A GASOIL ELG5535;0;FILTRE - FILTRE LOCAL;2;0;0;#DIV/0;380,6;-380,6
2SPA112.2;POULIE 2SPA112.2;0;RACCORD - RACCORD LOCAL;2;120;240;-33,33;320;-80
3020;PALETTE 3020 UNSINEE;0;POLLPOMPDR - PDR POMPE POLLARD;8;611;4888;36,33;3112,03;1775,97
3036;Carte de communication UNI2;0;ALMACOMPPR - PDR Compteur ALMA;4;4812,5;19250;34,51;12607,01;6642,99
3038-;carte mére équipé de circuit CI058-1;0;ALMACOMPEQ - Compteur ALMA;3;12800;38400;35,5;24767,15;13632,85
3040;BOITIER FLEXICOMPTE;0;ALMACOMPPR - PDR Compteur ALMA;2;9000;18000;35;11700;6300
3041;DONGLE/CLE CHEF;0;ALMACOMPEQ - Compteur ALMA;1;0;0;#DIV/0;455,97;-455,97
3044;Clavier UNI2;0;ALMACOMPPR - PDR Compteur ALMA;9;1570;14130;58,92;5804,55;8325,45
30DJ500;Gear box 230/400V 50HZ R11/127;0;ISTOBTUNPD - PDR Tunnel de lavage;3;7800;23400;49,22;11883,47;11516,53
30EW200I;GOUPILLE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;0;0;#DIV/0;2,21;-2,21
30JM100;ANTI ROLL AXE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;0;0;#DIV/0;158,74;-158,74
30MT0433;V-BELT DELTA CLASSIC B88;0;KROCHDIVPR - Divers PDR;4;2682,05;10728,2;87,8;1308,72;9419,48
30MT0441;Antistatic V-BELT PB 2500;0;KROCHDIVPR - Divers PDR;5;552,44;2762,2;37,49;1726,59;1035,61
30NM600;GLASS PROTECTION;0;ISTOBJETWP - PDR JET WASH ISTOBAL;8;102,5;820;70,77;239,71;580,29
30QM700;CORREA DENTADA T10X25X3500;0;ISTOBTUNPD - PDR Tunnel de lavage;2;500;1000;40,82;591,85;408,15
30SG500;TUYAU ASPIRATEUR COMPLET 5M;0;ISTOBTUNPD - PDR Tunnel de lavage;2;500;1000;50,66;493,45;506,55
30SN400;TRIPLE-POLE SWITCH +N+PE 80A;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1899;1899;59,16;775,52;1123,48
30XS800;INTERRUPTEUR ;0;ISTOBTUNPD - PDR Tunnel de lavage;1;682,65;682,65;25,49;508,63;174,02
31002680;POULIE DIAM 400 POUR TETE K30;0;SHAMCOMPPR - PDR compresseur;1;1950;1950;36,97;1229,06;720,94
31102130;KIT DE 2 COUSSINETS;0;SHAMCOMPPR - PDR compresseur;9;150;1350;72,77;367,64;982,36
31DN600LN;VERIN DOUBLE EFFET D32C300;2;ISTOBTUNPD - PDR Tunnel de lavage;2;1820;3640;47,74;1902,26;1737,74
31KP400;RODETE GIRO IZQ.D405-160;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2940;2940;39,83;1768,9;1171,1
31KP500;RODETE GIRO DER.D405-160;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2940;2940;39,83;1768,9;1171,1
31NP600;CARTE CONTR TEMPS AVEC DISPLAY;0;ISTOBTUNPD - PDR Tunnel de lavage;2;2513,5;5027;46,81;2673,71;2353,29
31XD300;VANNE DE DECHARGE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2920;2920;27,32;2122,37;797,63
31YE200;"REGULADOR DE CAUDAL 1/8"" D6";0;ISTOBTUNPD - PDR Tunnel de lavage;4;102,55;410,21;25,98;303,62;106,59
32163-67;RACCORD DE GONFLAGE S-4713-67;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;2;2040;4080;52,57;1935,28;2144,72
32/16/A/B;POMPE CENTRIFUGE CALPEDA;0;POMPE - POMPE LOCAL;2;7218;14436;29,57;10166,67;4269,33
32264-67;EMBOUT PETIT;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;16;187,5;3000;29,93;2102,16;897,84
32266-67;RACCORD RAPIDE;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;20;388,1;7762;21,1;6124,14;1637,86
32284-67;RACCORD DE GONFLAGE HAUTE PRESSION 556;0;SCHRADREPA - PIECES ET OUTILS DE REPARATION SCHR;7;1228,57;8600;32,66;5790,89;2809,11
32546100;KIT DE SEGMENTS K30 ;0;SHAMCOMPPR - PDR compresseur;1;990;990;69,8;299,01;690,99
326000;POMPE E120/M + INT FLANGE D.80;0;PIUSIPOMPE - Equipement;10;4600;46000;32,5;31048,84;14951,16
32911;SOUPAPE DE SECURITE 150 ARI ARMATUREN EN ACIER A216 WCBSIEGE CLAPET;0;TUYAUTERIE - Tuyauterie local;10;8860;88600;15,7;74690;13910
32AR800;REGULATEUR BYPASS POUR 4CP0500;0;ISTOBJETWP - PDR JET WASH ISTOBAL;14;1531,43;21440;44,73;11850,39;9589,61
32BX4GL1;ANTI TILT;0;ISTOBTUNPD - PDR Tunnel de lavage;6;0;0;#DIV/0;269,99;-269,99
32LG200;CLICK LOCK;0;ISTOBTUNPD - PDR Tunnel de lavage;1;152,56;152,56;59,1;62,39;90,17
32LG900;LOCKING KEY;0;ISTOBTUNPD - PDR Tunnel de lavage;1;52,25;52,25;59,87;20,97;31,28
32VS700;ELBOW SWILVE;0;ISTOBTUNPD - PDR Tunnel de lavage;3;2133,33;6400;26,57;4699,83;1700,17
3311SC3;ROULEMENT A BILLE NTN 3311 SC3;0;ROULEMENT - ROULEMENT;2;1100;2200;34,76;1435,26;764,74
3384;MANCHETTE DE MESURE ADRIANE;0;ALMACOMPPR - PDR Compteur ALMA;9;64031,11;576280;34,23;379028,11;197251,89
33AE800;DIGITAL MODULE 8 INPUT;0;ISTOBTUNPD - PDR Tunnel de lavage;1;630;630;28,43;450,88;179,12
33AE900;DIGITAL MODULE 8 OUTPUT;0;ISTOBTUNPD - PDR Tunnel de lavage;1;840;840;26,66;616,03;223,97
33AF000;ANALOGICAL MODULE 2 IMPUT;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2205;2205;24,31;1668,99;536,01
33AF100;POWER SUPPLY 24VDC ET;0;ISTOBTUNPD - PDR Tunnel de lavage;1;315;315;48,97;160,73;154,27
33AF400;INTERFACE MODULE WITH CPU;0;ISTOBTUNPD - PDR Tunnel de lavage;1;10605;10605;27,65;7673,22;2931,78
33AF500;BASE FOR 2X3 TERMINAL MODULE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;294;294;69,18;90,6;203,4
33AF600;BASE FOR 2X4 TERMINAL MODULE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;315;315;71,2;90,72;224,28
33AF700;BASE FOR POWER SUPPLY 24VDC;0;ISTOBTUNPD - PDR Tunnel de lavage;1;315;315;71,06;91,16;223,84
33AG100;ANALOGICAL MODULE 2 OUTPUT;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2310;2310;30,9;1596,31;713,69
33AJ500;MOTEUR 3KW 1500RPM 230/400V;0;ISTOBTUNPD - PDR Tunnel de lavage;1;5250;5250;33,45;3493,75;1756,25
33AM200;PNEUMATIC CYLINDER D63X23;0;ISTOBTUNPD - PDR Tunnel de lavage;2;1353,02;2706,04;25,87;2005,99;700,05
33AV900;ELECTROVANNE;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;3;943,41;2830,22;57,11;1213,84;1616,38
33AW600;RACCORD REF. 33AW600;0;ISTOBTUNPD - PDR Tunnel de lavage;5;139,12;695,61;24,38;525,99;169,62
33AW800;ADDITION DOUBLE ELECTROVANNE 5/2;0;ISTOBTUNPD - PDR Tunnel de lavage;1;0;0;#DIV/0;739,37;-739,37
33BF100;PLACA AUXILIAR I/O;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2730;2730;36,67;1728,84;1001,16
33BQ100;AFFICHEUR ;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;367,5;367,5;56,95;158,22;209,28
33BW800;Couvercle guide;0;ISTOBTUNPD - PDR Tunnel de lavage;2;36,1;72,2;17,94;59,25;12,95
33BZ000;DETECTEUR INDUCTIF;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;630;630;67,3;206,04;423,96
33BZ200;DETECTEUR INDUCTIF;0;ISTOBTUNPD - PDR Tunnel de lavage;1;630;630;65,88;214,98;415,02
33CF100;RACCORD;0;ISTOBTUNPD - PDR Tunnel de lavage;1;48,12;48,12;25,17;36,01;12,11
33CH500;VALVE 1/4''M-D6;0;ISTOBTUNPD - PDR Tunnel de lavage;1;180,54;180,54;26,03;133,55;46,99
33CJ700;ELECTROVANNE 3 VOIES 80 BAR;0;ISTOBTUNPD - PDR Tunnel de lavage;1;3741;3741;-21,27;4536,53;-795,53
33CK700;MOTO-RED.ELEC.230/400V 50HZ R39;0;ISTOBPORT - ISTOBAL PORTIQUE DE LAVAGE;1;13650;13650;24,16;10352,16;3297,84
33CP800;CONNECTEUR PROFIBUS;0;ISTOBTUNPD - PDR Tunnel de lavage;1;630;630;32,93;422,56;207,44
33CV900;CONVERTISSEUR FREQUENCE 1X230V 1.1KW;0;ISTOBTUNPD - PDR Tunnel de lavage;1;128,77;128,77;-794,06;1151,28;-1022,51
33CX200;IMPULS.ROTAT.GAUC.D350-140;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1575;1575;36,61;998,33;576,67
33CX300;IMPULS. ROTAT.DRO.D350-140;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1575;1575;37,11;990,49;584,51
33CY600;SUPPORT BUSE;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;2;212,37;424,73;25,21;317,65;107,08
33CZ000;ROUE LIBRE DROITE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;4524,09;9048,18;31,72;6178,17;2870,01
33DZ500;ROUE LIBRE DROITE;0;ISTOBTUNPD - PDR Tunnel de lavage;3;1982,48;5947,43;5,03;5648,22;299,21
33DZ800;SUPPORT ROUE MOTRICE;0;ISTOBTUNPD - PDR Tunnel de lavage;4;3985,06;15940,22;29,47;11242,8;4697,42
33EN900;COURROIE DENTEE POUR BROSSE VERTICAL;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;517,83;517,83;24,77;389,55;128,28
33ET200;COURROIE (H4) ;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;479,37;479,37;29,92;335,96;143,41
33FA600;COURROIE PLATE 25X2,5;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;804,64;804,64;26,05;595,02;209,62
33FA700;COURROIE PLATE 25X2,5;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;430,22;430,22;30,9;297,3;132,92
33FU300;EMETTEUR;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;3;525;1575;24,51;1189,01;385,99
33FU400;EMETTEUR;0;ISTOBTUNPD - PDR Tunnel de lavage;2;498,75;997,5;-12,87;1125,88;-128,38
33FU500;EMETTEUR;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1575;1575;75,46;386,51;1188,49
33FU600;RECEPTEUR;0;ISTOBTUNPD - PDR Tunnel de lavage;1;997,5;997,5;43,56;562,94;434,56
33HM600;"TOUCH PANEL 4"" TP177BCOL 33UQ700";0;ISTOBTUNPD - PDR Tunnel de lavage;1;10500;10500;-27,5;13387,18;-2887,18
33LD900;ROUE GUIDE;0;ISTOBTUNPD - PDR Tunnel de lavage;8;138,53;1108,24;25,91;821,14;287,1
33NX400;NOZZLE REF. 33NX400;0;ISTOBTUNPD - PDR Tunnel de lavage;2;71,24;142,48;24,33;107,82;34,66
33PH200;"HMI PANEL 3.6"" KP300";0;ISTOBTUNPD - PDR Tunnel de lavage;1;4557,15;4557,15;59,16;1861;2696,15
33PZ900;IDN.B3 AFLOJA.CORREA CEP/TOB;0;ISTOBTUNPD - PDR Tunnel de lavage;1;925,13;925,13;25,98;684,82;240,31
33QB400;EMISOR FOTOELECTRICO B51_T;0;ISTOBTUNPD - PDR Tunnel de lavage;2;518,45;1036,9;-44,46;1497,95;-461,05
33QB500;RECEPTOR FOTOELECTRICO B51_T;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;5;991,28;4956,42;-17,53;5825,17;-868,75
33QR400;RIVET D 3.2X 8 ALUM.C-ABOM;0;ISTOBTUNPD - PDR Tunnel de lavage;17;2,85;48,45;47,78;25,3;23,15
33QV300;MOTO-RED.LRU.230/400V 50HZ R15;0;ISTOBTUNPD - PDR Tunnel de lavage;1;7480,23;7480,23;25,92;5541,59;1938,64
33RA200;MANGUERA REF. 33RA200;0;ISTOBTUNPD - PDR Tunnel de lavage;1;980,16;980,16;25,93;725,97;254,19
33RA300;MANGUERA REF. 33RA300;0;ISTOBTUNPD - PDR Tunnel de lavage;1;994,59;994,59;25,91;736,89;257,7
33SA600; COURROIE (A3H4) ;0;ISTOBPORTP - PDR PORTIQUE LAVAGE ISTOBAL;1;877,97;877,97;38,54;539,56;338,41
34411122-K10;KIT DE 10VIS PRESSE ETOUPE;0;ITWPISTOLP - PDR Pistolet ITW;6;483;2898;36,83;1830,53;1067,47
34423121F;PRESSE ETOUPE EMAIL;0;ITWPISTOLP - PDR Pistolet ITW;101;476;48076;44,44;26710,9;21365,1
3445MAX-M;MEULEUSE D'ANGLE;0;AROACCEPDR - divers PDR;1;9500;9500;63,11;3504,94;5995,06
3483.1X;CLAPET ASPIRATION;0;KROCHCOMPR - KROCH COMPRESSEURS;2;14645;29290;52,32;13965,66;15324,34
3485.X;CLAPET REFOULEMENT;0;KROCHCOMPR - KROCH COMPRESSEURS;2;10970;21940;48,1;11386,3;10553,7
34BM700;DETECTEUR INDUCTIF B13;0;ISTOBTUNPD - PDR Tunnel de lavage;1;866,4;866,4;59,12;354,17;512,23
34LM900;STEEL WASHER. 10.5 X 46 X2 STAINLESS;0;ISTOBTUNPD - PDR Tunnel de lavage;16;3,8;60,8;-584,06;415,91;-355,11
34MW800;MOTEUR RED LAVE ROUES 230/400;0;ISTOBTUNPD - PDR Tunnel de lavage;2;10622,91;21245,81;42,7;12174,28;9071,53
34QJ100;ADMISION CONE;0;ISTOBTUNPD - PDR Tunnel de lavage;4;1136,2;4544,8;-63,3;7421,53;-2876,73
34QJ200;CONNECTION BOX A27;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2827,2;2827,2;59,19;1153,84;1673,36
34QJ800;SECURITY SYSTEM HOOP;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1278,7;1278,7;59,12;522,67;756,03
34QK3PIN;TOP NOZZLE 15 KW;0;ISTOBTUNPD - PDR Tunnel de lavage;1;31121,05;31121,05;59,18;12704,36;18416,69
34QK4PIN;34QK4PIN;0;ISTOBTUNPD - PDR Tunnel de lavage;1;2571,65;2571,65;59,17;1050,11;1521,54
34QK5PIN;34QK5PIN;0;ISTOBTUNPD - PDR Tunnel de lavage;4;614,65;2458,6;-63,3;4014,88;-1556,28
34QK6PIN;SILENCER PLATE;0;ISTOBTUNPD - PDR Tunnel de lavage;4;842,65;3370,6;-63,37;5506,69;-2136,09
34RB300;34RB300;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1060,2;1060,2;59,14;433,23;626,97
34RB400;34RB400;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1102,95;1102,95;59,23;449,71;653,24
34RB500;34RB500;0;ISTOBTUNPD - PDR Tunnel de lavage;2;442,7;885,4;18,41;722,42;162,98
34RB600;34RB600;0;ISTOBTUNPD - PDR Tunnel de lavage;1;884,45;884,45;59,23;360,57;523,88
34RC100;34RC100;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1258,76;1258,76;59,15;514,22;744,54
34RC200;34RC200;0;ISTOBTUNPD - PDR Tunnel de lavage;1;1827,8;1827,8;59,16;746,54;1081,26
34RL600;34RL600;0;ISTOBTUNPD - PDR Tunnel de lavage;1;17316,6;17316,6;59,18;7068,57;10248,03
34RL900;34RL900;0;ISTOBTUNPD - PDR Tunnel de lavage;1;15741,5;15741,5;59,18;6425,84;9315,66
34RN300;SECURITY SYSTEM HOOP;0;ISTOBTUNPD - PDR Tunnel de lavage;1;802;802;57,61;339,99;462,01
34RQ700;COUNTERFLANGE;0;ISTOBTUNPD - PDR Tunnel de lavage;8;239,4;1915,2;-226,4;6251,16;-4335,96
34RQ9PIN;LEFT LATERAL NOZZLE 7.5KW;0;ISTOBTUNPD - PDR Tunnel de lavage;1;23408,98;23408,98;59,18;9555,97;13853,01
34RU500;SUPPORT TURBINE GAUCHE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;3812,35;7624,7;18,35;6225,21;1399,49
34RU600;SUPPORT TURBINE DROITE;0;ISTOBTUNPD - PDR Tunnel de lavage;2;3362,03;6724,05;18,36;5489,82;1234,23
34RZ200;SYSTEME DE SECURITE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;8760;8760;57,58;3716,02;5043,98
34SZ5PIN;DIFFUSEUR DROIT 8/11 KW;0;ISTOBTUNPD - PDR Tunnel de lavage;1;8500;8500;57,65;3599,45;4900,55
34SZ6PIN;34SZ6PIN;0;ISTOBTUNPD - PDR Tunnel de lavage;1;10075,7;10075,7;59,18;4113,09;5962,61
34YY200I;34YY200I;0;ISTOBTUNPD - PDR Tunnel de lavage;4;4,75;19;-13,84;21,63;-2,63
3526;ARRET D'HUILE;0;KROCHCOMPR - KROCH COMPRESSEURS;1;1330;1330;5,64;1255;75
3530_1N;BORNIER;0;LARCOINSTR - LARCO INSTRUMENTATION;14;440;6160;38,63;3780,25;2379,75
3530_2N;BORNIER 3530 2N;0;LARCOINSTR - LARCO INSTRUMENTATION;1;0;0;#DIV/0;343,49;-343,49
3540;AXE DE BUSELURE DE TETE DE BIELLE;0;KROCHDIVPR - Divers PDR;4;2102;8408;35,73;5403,57;3004,43
3541.X;BUSELURE DE TETE DE BIELLE;0;KROCHDIVPR - Divers PDR;4;1416;5664;21,19;4463,57;1200,43
3542;COUSSINET DE BIELLE;0;KROCHDIVPR - Divers PDR;4;4657;18628;34,39;12222,67;6405,33
355070-21;GARNITURE ARMEE POUR VANNE XAD36;0;ALMACOMPPR - PDR Compteur ALMA;22;1393,64;30660;27,26;22302,77;8357,23
35DR500;BOUTON POUR MONNAYEUR;0;ISTOBJETWP - PDR JET WASH ISTOBAL;16;531,25;8500;24,54;6413,86;2086,14
35LF900;TUYAU HAUT PRESSION 8.5M (REMPLACE LA REF. RC023008);0;ISTOBTUNPD - PDR Tunnel de lavage;4;700;2800;43,53;1581,11;1218,89
35SX800;CONVERTISSEUR DE FREQUENCE 1X230V1.1KW;0;COFFRETEL - COFFRET ELECTRIQUE;3;3323,33;9970;39,34;6047,84;3922,16
35TW500;PISTOLET WATERLOSS COMPLET, NOZZLE 150 bars;0;ISTOBJETWP - PDR JET WASH ISTOBAL;4;2500;10000;60,59;3941;6059
36096;POMPE  A HUILE 200KG;0;RAASMSERVE - Equipement;26;2869,23;74600;29,66;52473,43;22126,57
36096CPL;SURPRESSEUR A HUILE RAASM 200KG COMPLET;2;RAASMSERVE - Equipement;56;4398,21;246300;25,56;183356,28;62943,72
36096CPL/CHARIOT;DISTIBUTEUR A HUILE 200L COMPLET SUR CHARIOT MOBILE;2;RAASMSERVE - Equipement;4;6200;24800;4,03;23801,39;998,61
36096CPLENR;SURPRESSEUR A HUILE COMPLET AVEC ENROULEUR;2;RAASMSERVE - Equipement;25;7496;187400;25,56;139503,87;47896,13
363115;POIGNEE D'HUILE SIMPLE SAMOA ;0;SAMOAE - SAMOA EQUIPEMENT;8;1350;10800;32,22;7320;3480
3650030A-JOINT;BOUCHON DE REMPLISSAGE AVEC JOINT ;2;SHAMCOMPPR - PDR compresseur;56;78,51;4396,8;76,53;1032,12;3364,68
365535;COMPTEUR D'HUILE DIGITALE SAMOA ;0;SAMOAE - SAMOA EQUIPEMENT;12;1250;15000;-44;21600;-6600
36.55.35;COMPTEUR D'HUILE  DIGITAL;0;COMPTEUR - Compteur local;37;1567,57;58000;-14,83;66600;-8600
36DG400;PLACA SIEMENS IO/COM;0;ISTOBTUNPD - PDR Tunnel de lavage;1;18900;18900;54,98;8508,84;10391,16
36DQ700;36DQ700;0;ISTOBTUNPD - PDR Tunnel de lavage;4;306,85;1227,4;-63,04;2001,17;-773,77
36ED000;Photocellule émetteur Long;0;ISTOBTUNPD - PDR Tunnel de lavage;2;390;780;-18,2;921,95;-141,95
36ED100;Photocellule récepteur Long;0;ISTOBTUNPD - PDR Tunnel de lavage;2;390;780;-27,48;994,37;-214,37
36ED200;Photocellule Récepteur Long;0;ISTOBTUNPD - PDR Tunnel de lavage;5;241;1205;-58,68;1912,09;-707,09
36ED300;Photocellule récepteur Long;0;ISTOBTUNPD - PDR Tunnel de lavage;5;297;1485;-69,56;2518,01;-1033,01
36EU500;EMETEUR PHOTOCELLULE;0;ISTOBTUNPD - PDR Tunnel de lavage;1;0;0;#DIV/0;483,67;-483,67
36GC300;DETECTOR PROTECTOR;0;ISTOBTUNPD - PDR Tunnel de lavage;2;103,55;207,1;18,98;167,8;39,3
36NG500;CYLINDRE D'INCLINAISON;0;ISTOBTUNPD - PDR Tunnel de lavage;2;2971,5;5943;36,67;3763,74;2179,26
3758;BLOC D'ALIMENTATION INTERFACE TISI ATEX 2 CARTES RS485;0;ALMACOMPPR - PDR Compteur ALMA;4;26150;104600;38,65;64167,23;40432,77
37703;PISTOLET COMPT.MECANIQUE;0;RAASMSERVE - Equipement;6;3216,67;19300;32,32;13061,33;6238,67
